Date,T,Td,Precip,Humidity,Wind,PercentCloud,City

20110601,54.5,48.5,0.11,81.75,5.825,89.83333333,KSEA

20110602,55,46,0.14,76.29166667,11.04583333,70.95833333,KSEA

20110603,58,45.5,0,64.83333333,8.354166667,32.41666667,KSEA

20110604,64,46.5,0,58.91666667,9.708333333,3.083333333,KSEA

20110605,62.5,49,0,58.45833333,3.95,47.20833333,KSEA

20110606,62,50.5,0,72.83333333,8.025,69.79166667,KSEA

20110607,57,45.5,0.21,77.41666667,13.20416667,84.625,KSEA

20110608,55.5,48,0,78.54166667,7.404166667,85.375,KSEA

20110609,59.5,49,0,70.95833333,4.8625,76,KSEA

20110610,59,47.5,0,74.58333333,5.625,87.75,KSEA

20110611,59,44.5,0,66.125,3.233333333,71.41666667,KSEA

20110612,59,47,0,67.83333333,5.529166667,71.70833333,KSEA

20110613,60,50,0.12,76.29166667,11.7625,64.54166667,KSEA

20110614,57,45,0,67.54166667,8.704166667,74.66666667,KSEA

20110615,56.5,44,0.06,71.16666667,4.866666667,70.04166667,KSEA

20110616,58,45,0,69.82608696,5.726086957,49.69565217,KSEA

20110617,58.5,42.5,0,61.875,3.270833333,63.70833333,KSEA

20110618,55.5,51.5,0.31,88.91304348,6.365217391,94,KSEA

20110619,57,51,0.11,79.375,6.725,90.875,KSEA

20110620,62,50,0,69.375,3.183333333,67.5,KSEA

20110621,66,50.5,0,62.25,3.708333333,38.29166667,KSEA

20110622,59.5,49,0,74.875,6.491666667,62.58333333,KSEA

20110623,58,46,0.07,69.16666667,8.170833333,79.41666667,KSEA

20110624,59,48.5,0.26,75.91666667,5.533333333,74.375,KSEA

20110625,59.5,48,0.01,71.29166667,6.008333333,62.875,KSEA

20110626,60,45.5,0,59.54166667,5.3875,38.79166667,KSEA

20110627,63.5,51.5,0,66.70833333,2.458333333,84.04166667,KSEA

20110628,66,56,0,77.33333333,6.483333333,69.29166667,KSEA

20110629,60.5,50,0,73.45833333,14.5,65.91666667,KSEA

20110630,60,45.5,0,65.70833333,10.6,59.79166667,KSEA

20110701,60.5,46.5,0,62.16666667,5.529166667,33.54166667,KSEA

20110702,67,48.5,0,56.25,5.966666667,23.33333333,KSEA

20110703,64,50.5,0,64.91666667,9.75,59.625,KSEA

20110704,64.5,40.5,0,51.20833333,8.595833333,14.625,KSEA

20110705,66,39,0,45.16666667,9.220833333,5.25,KSEA

20110706,70.5,51.5,0,53.25,7.979166667,4.708333333,KSEA

20110707,60.5,50.5,0.03,76.16666667,9.508333333,68.79166667,KSEA

20110708,61,44.5,0.01,60.16666667,8.841666667,73.33333333,KSEA

20110709,63,43,0,52.16666667,8.4125,38.33333333,KSEA

20110710,65.5,44.5,0,55.70833333,5.154166667,64,KSEA

20110711,65,50,0,63.625,5.404166667,76.79166667,KSEA

20110712,63.5,52.5,0.04,73.66666667,4.8625,84.625,KSEA

20110713,64,52.5,0,74.08333333,8.0625,65,KSEA

20110714,59,53.5,0.02,86.91666667,7.216666667,85.66666667,KSEA

20110715,66,55,0.02,77.75,4.433333333,79.41666667,KSEA

20110716,65.5,57.5,0.35,82.41666667,5.779166667,82.54166667,KSEA

20110717,59,56,0.07,87.66666667,4.058333333,83.58333333,KSEA

20110718,62,51.5,0,71.375,5.05,44.79166667,KSEA

20110719,62.5,52,0,75.41666667,9.366666667,76.125,KSEA

20110720,64,52,0,68.75,7.883333333,66.95833333,KSEA

20110721,63.5,50,0,67.875,12.9125,80.91666667,KSEA

20110722,61.5,46.5,0,61.08333333,6.35,45.33333333,KSEA

20110723,66.5,49.5,0,58.45833333,9.708333333,13.04166667,KSEA

20110724,70.5,50,0,51.45833333,7.541666667,23.5,KSEA

20110725,60,55,0.13,82.91666667,6.016666667,76.29166667,KSEA

20110726,63.5,51.5,0,70.04166667,7.495833333,84.625,KSEA

20110727,64.5,51,0,65.56521739,7.026086957,69.7826087,KSEA

20110728,66,50.5,0,61.08333333,8.754166667,12.5,KSEA

20110729,68,53.5,0,63.83333333,9.6,37.04166667,KSEA

20110730,67.5,52.5,0,62.45833333,7.5,5.791666667,KSEA

20110731,64.5,52,0,70.66666667,9.083333333,67.45833333,KSEA

20110801,65.5,48,0,55.56521739,7.917391304,11.60869565,KSEA

20110802,66,49.5,0,63.04166667,4.520833333,47.70833333,KSEA

20110803,68.5,51.5,0,60.79166667,4.670833333,41.5,KSEA

20110804,69,51.5,0,59.75,6.979166667,18.70833333,KSEA

20110805,61.5,54.5,0,78.66666667,5.054166667,87.58333333,KSEA

20110806,65.5,55,0,73.125,3.179166667,62.04166667,KSEA

20110807,65,54.5,0,71.875,3.658333333,66.33333333,KSEA

20110808,62,51,0,70.25,6.6875,67.375,KSEA

20110809,62.5,50,0,67.58333333,6.166666667,70.625,KSEA

20110810,63,50,0,67.79166667,4.920833333,67.5,KSEA

20110811,64,51.5,0,68.41666667,3.6625,46.375,KSEA

20110812,64,52,0,72.16666667,4.1,34.66666667,KSEA

20110813,61.5,50,0,68.125,5.770833333,62.70833333,KSEA

20110814,63,49.5,0,65.54166667,6.254166667,77.33333333,KSEA

20110815,65.5,47,0,62.375,5.1,52.70833333,KSEA

20110816,66.5,44,0,51.16666667,8.320833333,6.875,KSEA

20110817,65,44.5,0,53.25,6.433333333,9.583333333,KSEA

20110818,63.5,50.5,0,65.5,6.304166667,44.79166667,KSEA

20110819,65.5,48,0,63,9.3125,22.08333333,KSEA

20110820,72,52,0,53.04166667,6.254166667,2,KSEA

20110821,73,54.5,0,58.875,4.629166667,52.91666667,KSEA

20110822,65.5,58.5,0.12,82.66666667,9.520833333,75.91666667,KSEA

20110823,68.5,58,0,72.45833333,5.383333333,47.66666667,KSEA

20110824,70.5,55.5,0,63.45833333,5.870833333,28.375,KSEA

20110825,70,55,0,60.30434783,6.12173913,11.43478261,KSEA

20110826,71.5,56,0,60.7826087,6.869565217,9.173913043,KSEA

20110827,70,48,0,56.33333333,6.533333333,6,KSEA

20110828,67,53.5,0,65.41666667,5.045833333,30.54166667,KSEA

20110829,63.5,53.5,0,71.41666667,7.066666667,73.20833333,KSEA

20110830,61.5,49.5,0.01,71.375,4.908333333,78.83333333,KSEA

20110831,60.5,48,0,67.375,5.195833333,67.54166667,KSEA

20110901,61.5,48,0,67.83333333,5.870833333,41.625,KSEA

20110902,63.5,47.5,0,61.625,6.6375,47.875,KSEA

20110903,67.5,48.5,0,54.69565217,11.12608696,2.565217391,KSEA

20110904,67.5,45,0,52.20833333,4.1,16.41666667,KSEA

20110905,68,45.5,0,53.91666667,4.05,5.25,KSEA

20110906,68.5,49.5,0,60.45833333,4.904166667,5.791666667,KSEA

20110907,68.5,51,0,55.5,7.783333333,6.166666667,KSEA

20110908,71.5,52,0,54.16666667,3.175,25.58333333,KSEA

20110909,70.5,53.5,0,57.58333333,4.8625,8.333333333,KSEA

20110910,70,55.5,0,62.125,6.15,11.83333333,KSEA

20110911,72,54,0,58.39130435,4.973913043,5.608695652,KSEA

20110912,62.5,54,0,80,7.158333333,60.66666667,KSEA

20110913,60.5,53,0,77.45833333,4.145833333,94,KSEA

20110914,62.5,52,0,71.33333333,2.4625,92.95833333,KSEA

20110915,59.5,51,0,74.25,8.558333333,86.70833333,KSEA

20110916,58,47.5,0,69.04166667,4.008333333,65.45833333,KSEA

20110917,57,49,0.2,79.08333333,8.3125,85.08333333,KSEA

20110918,58.5,55.5,0.24,92.33333333,6.341666667,89.83333333,KSEA

20110919,61.5,51,0.01,67.75,6.8875,55.79166667,KSEA

20110920,62.5,48,0,62.5,3.1875,33.875,KSEA

20110921,68,52,0,60.91666667,5.633333333,73.91666667,KSEA

20110922,69,57.5,0,69.91666667,6.058333333,76,KSEA

20110923,71.5,61.5,0,74.91666667,6.304166667,44.125,KSEA

20110924,67.5,58,0,77.79166667,5.008333333,64.66666667,KSEA

20110925,61,50.5,0.15,70.66666667,11.53333333,68.58333333,KSEA

20110926,57,51,0.5,82.16666667,9.525,88.79166667,KSEA

20110927,58,49.5,0.01,74.91666667,9.5125,55.75,KSEA

20110928,56.5,45.5,0,71.79166667,10.50833333,29.04166667,KSEA

20110929,61.5,47.5,0.01,65.04166667,4.2375,29.70833333,KSEA

20110930,58,48,0.01,69.66666667,6.829166667,59.66666667,KSEA

20111001,54.5,47,0.01,80.625,4.191666667,86.70833333,KSEA

20111002,56.5,49.5,0.34,80.375,4.2875,85.375,KSEA

20111003,57,50.5,0.13,82.20833333,5.866666667,94,KSEA

20111004,56,45,0.04,75.95833333,6.729166667,74.45833333,KSEA

20111005,52,48,0.1,86.65217391,3.717391304,92.91304348,KSEA

20111006,53.5,49,0.11,86.875,3.566666667,89.83333333,KSEA

20111007,52.5,50,0.06,89.08333333,5.629166667,85.375,KSEA

20111008,55.5,48,0.02,79,4.7625,59.45833333,KSEA

20111009,55.5,48.5,0.1,82.70833333,4.8125,81.79166667,KSEA

20111010,55,51,0.25,87.70833333,6.441666667,85.66666667,KSEA

20111011,55.5,50,0.82,86.83333333,13.20416667,79.41666667,KSEA

20111012,53.5,45,0,79.16666667,9.5125,71.83333333,KSEA

20111013,51,44,0,79.16666667,6.966666667,64.75,KSEA

20111014,51.5,45,0.01,81.625,8.458333333,89.83333333,KSEA

20111015,50,43.5,0,85.79166667,7.120833333,61.875,KSEA

20111016,46,43,0,85.75,3.525,79.66666667,KSEA

20111017,51.5,42,0,76.45833333,5.729166667,47.29166667,KSEA

20111018,56,46,0,76.125,7.833333333,22.16666667,KSEA

20111019,53,47.5,0,82.66666667,6.829166667,73.33333333,KSEA

20111020,53,48.5,0,81.29166667,4.95,85.08333333,KSEA

20111021,54,51,0.08,92.75,8.5,81.70833333,KSEA

20111022,57.5,55.5,0.58,93.5,10.425,94,KSEA

20111023,52.5,48.5,0,83.45833333,3.9375,75.70833333,KSEA

20111024,51,42,0,75.20833333,4.1875,61.20833333,KSEA

20111025,47,40.5,0,79.08333333,4.8125,36.79166667,KSEA

20111026,43.5,40,0.02,79.875,5.870833333,65.45833333,KSEA

20111027,47.5,40.5,0,81.08333333,5.966666667,59.29166667,KSEA

20111028,48,44,0.5,84.79166667,6.775,87.75,KSEA

20111029,50,43.5,0,79.95833333,4.520833333,56.875,KSEA

20111030,50.5,47,0.16,88.5,9.229166667,82,KSEA

20111031,47.5,39.5,0,77.58333333,5.1,63.20833333,KSEA

20111101,44.5,35,0,74.08333333,2.504166667,47.75,KSEA

20111102,43,38.5,0.35,80.95833333,7.220833333,57.33333333,KSEA

20111103,46,36.5,0,76.20833333,7.154166667,52.25,KSEA

20111104,40.5,37,0.05,86.625,5.829166667,63.29166667,KSEA

20111105,43,32.5,0,71.83333333,5.258333333,52.95833333,KSEA

20111106,40.5,32.5,0,73.83333333,3.516666667,42.91666667,KSEA

20111107,44,39,0.01,80.95833333,7.829166667,79.41666667,KSEA

20111108,48.5,38.5,0,70.70833333,4.433333333,70.66666667,KSEA

20111109,54,37,0,57.625,8.125,78.08333333,KSEA

20111110,51.5,35.5,0,60.375,5.779166667,34.08333333,KSEA

20111111,44.5,37.5,0.23,71.79166667,9.470833333,63.08333333,KSEA

20111112,41.5,39,0.25,87.70833333,10.525,72.91666667,KSEA

20111113,45,39.5,0.02,80.66666667,14.975,81.66666667,KSEA

20111114,41,37,0,78.16666667,8.691666667,59.25,KSEA

20111115,40,32.5,0,74.04166667,5.2,27.45833333,KSEA

20111116,43,39,0.44,84.08333333,9.933333333,79.20833333,KSEA

20111117,41.5,38.5,0.28,86.04166667,15.06666667,73.16666667,KSEA

20111118,36,33,0.07,88.5,5.333333333,70.08333333,KSEA

20111119,36,30,0,82.95833333,6.016666667,63.125,KSEA

20111120,33,27.5,0,80.16666667,3.370833333,65.95833333,KSEA

20111121,41.5,35,0.27,79.16666667,11.67083333,89.83333333,KSEA

20111122,46.5,44,1.15,88.625,14.5875,94,KSEA

20111123,46.5,44,0.55,88.83333333,10.6625,91.91666667,KSEA

20111124,41,36,0.26,82.73913043,12.67826087,78.65217391,KSEA

20111125,42,33,0,71.79166667,7.254166667,61.25,KSEA

20111126,46,36,0.01,77.70833333,2.695833333,91.91666667,KSEA

20111127,50,44,0.36,82.04347826,11.86956522,87.47826087,KSEA

20111128,42.5,36,0,77.91666667,4.054166667,53.79166667,KSEA

20111129,39.5,37.5,0.09,86.95833333,7.5375,83,KSEA

20111130,41,38.5,0,83.95833333,7.125,77.75,KSEA

20111201,35,32,0,91.75,2.8,54.5,KSEA

20111202,38,33.5,0.01,83.125,3.516666667,51.79166667,KSEA

20111203,36.5,32,0,86.95833333,2.170833333,82.58333333,KSEA

20111204,37,32,0,81.45833333,6.395833333,47.45833333,KSEA

20111205,35,30.5,0,86,4.1375,47.95833333,KSEA

20111206,33,30.5,0,90.375,3.470833333,80.16666667,KSEA

20111207,38,34.5,0,88.5,5.15,70.25,KSEA

20111208,36,32,0,80.25,7.35,71.16666667,KSEA

20111209,33,29.5,0,90.91666667,2.604166667,20.70833333,KSEA

20111210,35.5,33,0,85.41666667,4.241666667,73.79166667,KSEA

20111211,37.5,35,0.02,87.91666667,5.670833333,85.20833333,KSEA

20111212,33.5,29.5,0,84.04166667,7.645833333,29.83333333,KSEA

20111213,33.5,28.5,0,83.25,3.85,63.45833333,KSEA

20111214,36.5,31,0,75.45833333,4.191666667,91.91666667,KSEA

20111215,41,37,0.02,88.875,4.15,94,KSEA

20111216,44.5,39.5,0,84.875,4.520833333,69.875,KSEA

20111217,41.5,35.5,0,82.5,5.1,36.41666667,KSEA

20111218,40.5,40,0.15,92.04166667,4.2375,74.79166667,KSEA

20111219,41,37,0,89.5,3.029166667,69.33333333,KSEA

20111220,40.5,38,0,88.5,5.479166667,87.45833333,KSEA

20111221,38.5,34,0,84.95833333,3.904166667,42.375,KSEA

20111222,32.5,29.5,0,90.7826087,4.069565217,28.2173913,KSEA

20111223,42,35.5,0.02,77.91666667,6.304166667,84.33333333,KSEA

20111224,47.5,39,0,75.375,4.1,79.125,KSEA

20111225,43.5,37.5,0.02,80.16666667,13.15416667,68.375,KSEA

20111226,39.5,35,0.05,78.95833333,6.975,86.25,KSEA

20111227,45.5,43.5,0.84,92.08333333,7.641666667,94,KSEA

20111228,50.5,47.5,0.61,88.70833333,16.40416667,89.54166667,KSEA

20111229,47.5,44,0.26,83.45833333,11.3375,87.45833333,KSEA

20111230,42.5,37,0.08,76.5,12.72083333,59.45833333,KSEA

20111231,37.5,29.5,0,69.79166667,6.3375,67.66666667,KSEA

20120101,48,27.5,0,44.79166667,10.525,68.29166667,KSEA

20120102,44,36.5,0.37,71.41666667,10.12916667,83.29166667,KSEA

20120103,49,43.5,0.03,80.875,5.1,81.04166667,KSEA

20120104,48,43,0.8,83.41666667,10.51666667,74.83333333,KSEA

20120105,42.5,38,0.05,80.75,13.625,45.875,KSEA

20120106,38,34,0.1,86.08333333,4.920833333,88.79166667,KSEA

20120107,41,37,0,85.91666667,5.1125,90.875,KSEA

20120108,43.5,38,0,78.91666667,4.429166667,69.875,KSEA

20120109,45,40.5,0.17,82.45833333,7.6875,91.91666667,KSEA

20120110,38,31.5,0.04,76.16666667,7.745833333,57.91666667,KSEA

20120111,36.5,26.5,0,70.375,11.2875,29.66666667,KSEA

20120112,36,27.5,0,68.95833333,4.279166667,58.33333333,KSEA

20120113,34,28,0,76.625,2.933333333,58.04166667,KSEA

20120114,36.5,33,0.16,80.79166667,11.89583333,85.66666667,KSEA

20120115,30,29,0.2,89.45833333,7.216666667,78.08333333,KSEA

20120116,31,29.5,0.07,88.70833333,11.14583333,87.75,KSEA

20120117,35,31,0.18,88.45833333,12.63333333,80,KSEA

20120118,29.5,26.5,1.41,90.08333333,11.1375,78.33333333,KSEA

20120119,28.5,26.5,0.53,90.95833333,3.8125,94,KSEA

20120120,37.5,33.5,0.52,91.54166667,5.241666667,94,KSEA

20120121,42.5,37.5,0.13,81.25,18.42916667,71.95833333,KSEA

20120122,40,33.5,0.19,78.75,10.85833333,76.75,KSEA

20120123,40.5,33.5,0,76.16666667,7.983333333,56.66666667,KSEA

20120124,43,39,0.34,84.625,11.33333333,86.125,KSEA

20120125,44,37.5,0.3,77.79166667,12.14583333,80.91666667,KSEA

20120126,41,37.5,0.21,77.91666667,10.80833333,63.25,KSEA

20120127,36,27.5,0,74.83333333,3.129166667,29.41666667,KSEA

20120128,38.5,29,0,67.91666667,4.8625,87.45833333,KSEA

20120129,44,39,1.07,90.125,9.9875,94,KSEA

20120130,45,41.5,0.14,83.375,11.36666667,82.54166667,KSEA

20120131,46,38.5,0.07,76.95833333,8.741666667,84.04166667,KSEA

20120201,43,39,0.53,84.83333333,6.116666667,72.54166667,KSEA

20120202,41,34.5,0,77.20833333,5.825,50.875,KSEA

20120203,47,27,0,42.58333333,11.85416667,15.41666667,KSEA

20120204,50.5,28.5,0,40.16666667,9.654166667,28.16666667,KSEA

20120205,46,29.5,0,53.5,6.533333333,46.08333333,KSEA

20120206,48,26,0,45.375,11.14166667,17.25,KSEA

20120207,53,27.5,0.01,33,11.80416667,47.125,KSEA

20120208,45.5,40.5,0.11,81,6.154166667,85.66666667,KSEA

20120209,49,41.5,0.1,79.08333333,5.383333333,94,KSEA

20120210,49.5,41.5,0.1,78.04166667,6.783333333,90.875,KSEA

20120211,45,40.5,0.03,84.25,7.545833333,91.91666667,KSEA

20120212,44,38.5,0.03,82.13043478,2.913043478,92.91304348,KSEA

20120213,42.5,40,0.46,91.58333333,3.225,91.91666667,KSEA

20120214,39,37,0.1,88.16666667,7.058333333,75.66666667,KSEA

20120215,39,34.5,0,84.83333333,4.041666667,67.20833333,KSEA

20120216,41.5,38,0.07,89.41666667,4.583333333,89.54166667,KSEA

20120217,45,41,0.68,90.625,7.7375,81.20833333,KSEA

20120218,41.5,39.5,0.25,88.83333333,18.1375,92.95833333,KSEA

20120219,40,32,0,72.625,10.62083333,76.45833333,KSEA

20120220,40.5,37,0.12,83.75,6.391666667,91.625,KSEA

20120221,48,46,0.02,89.66666667,16.70416667,94,KSEA

20120222,43.5,40,0.34,77.875,13.24583333,64.83333333,KSEA

20120223,42,33.5,0,73.70833333,8.691666667,79.70833333,KSEA

20120224,42,38,0.45,82.875,7.8875,91.91666667,KSEA

20120225,41,34.5,0,74.5,14.4,76.70833333,KSEA

20120226,35.5,28.5,0.05,77.54166667,7.5875,74.16666667,KSEA

20120227,36,24.5,0,65.41666667,6.591666667,44.41666667,KSEA

20120228,37.5,28.5,0.14,62.54166667,9.366666667,86.70833333,KSEA

20120229,37.5,33,0.03,84.125,15.79166667,89.83333333,KSEA

20120301,38.5,33,0,81.08333333,7.020833333,79.125,KSEA

20120302,41.5,37,0.08,81.875,11.33333333,94,KSEA

20120303,49,41.5,0,77.95833333,15.69166667,81.5,KSEA

20120304,47.5,40.5,0,76.20833333,12.5375,85.66666667,KSEA

20120305,40,33,0.27,71.20833333,13.975,62.91666667,KSEA

20120306,38,26,0.02,67.29166667,6.104166667,64.375,KSEA

20120307,38.5,23.5,0,58.04166667,6.1625,40.625,KSEA

20120308,46.5,33,0,64.91666667,5.541666667,58.875,KSEA

20120309,45,40.5,0.14,84.79166667,6.254166667,85.08333333,KSEA

20120310,44,41,0.37,88.04166667,7.683333333,94,KSEA

20120311,40.5,35,0.48,83.26086957,13.12173913,85.30434783,KSEA

20120312,40,34,0.68,73.29166667,14.11666667,94,KSEA

20120313,37.5,33,0.45,87.04166667,12.15,77.91666667,KSEA

20120314,40,33.5,0.34,81.95833333,10.275,86.125,KSEA

20120315,47,42.5,0.94,86.16666667,12.77083333,87.75,KSEA

20120316,43.5,37.5,0.32,82.79166667,11.09583333,79.125,KSEA

20120317,41.5,35,0.37,82,9.1375,82.25,KSEA

20120318,36,33,0.14,89.16666667,5.783333333,77.58333333,KSEA

20120319,37.5,31.5,0.02,74.83333333,6.729166667,65.91666667,KSEA

20120320,41,36.5,0.19,83.45833333,14.1125,86.70833333,KSEA

20120321,41,30,0.02,69.20833333,5.9625,72,KSEA

20120322,42.5,30.5,0.19,73.45833333,4.625,75.08333333,KSEA

20120323,43.5,29,0,63.58333333,5.866666667,19.625,KSEA

20120324,48.5,33.5,0,61.54166667,12.15416667,43.66666667,KSEA

20120325,46,36.5,0,67.33333333,5.675,67.70833333,KSEA

20120326,49,36,0,68,9.845833333,71.5,KSEA

20120327,51,39,0.17,65.08333333,8.7875,92.95833333,KSEA

20120328,48,40,0.05,71.20833333,12.54166667,86.70833333,KSEA

20120329,46.5,41,1.06,89,10.47916667,92.95833333,KSEA

20120330,45,39.5,0.24,84.79166667,10.425,83.58333333,KSEA

20120331,43.5,39,0.51,85.20833333,7.4875,87.16666667,KSEA

20120401,44,37.5,0.07,79.33333333,15.31666667,84.625,KSEA

20120402,51,33,0,52.5,7.154166667,73.33333333,KSEA

20120403,45.5,38,0.05,73.08333333,7.020833333,79.83333333,KSEA

20120404,44,33,0,77.33333333,4.766666667,70.625,KSEA

20120405,43,36,0.18,79.95833333,3.7625,77.33333333,KSEA

20120406,45,31.5,0.01,69.375,5.966666667,53.70833333,KSEA

20120407,48,29.5,0,53.91666667,9.325,25.5,KSEA

20120408,57.5,25.5,0,27.79166667,9.320833333,62.75,KSEA

20120409,55.5,34.5,0,47.45833333,4.475,77.5,KSEA

20120410,56,40,0,63.25,7.220833333,77.20833333,KSEA

20120411,48.5,45.5,0.06,86.04166667,5.9125,85.08333333,KSEA

20120412,49.5,41,0.02,75.125,6.158333333,57.75,KSEA

20120413,49,39,0,70.54166667,8.704166667,41.41666667,KSEA

20120414,49,39,0,72.125,6.6375,42.29166667,KSEA

20120415,53,37,0,60.25,6.495833333,78.25,KSEA

20120416,50,43.5,0.32,76.91666667,12.8625,74.33333333,KSEA

20120417,45,38.5,0.06,79.04166667,4.575,75.95833333,KSEA

20120418,50.5,41.5,0.07,75.16666667,9.029166667,70.66666667,KSEA

20120419,49,44.5,0.41,81.16666667,5.004166667,76.75,KSEA

20120420,50,43.5,0.28,75.83333333,6.5875,80.45833333,KSEA

20120421,54,41.5,0,67.5,5.004166667,52.91666667,KSEA

20120422,60.5,45,0,60.08333333,5.620833333,39.41666667,KSEA

20120423,59.5,47,0,64.125,7.883333333,48.375,KSEA

20120424,53.5,50,0.15,84.45833333,6.491666667,86.25,KSEA

20120425,55,51,0.36,89.66666667,5.6375,92.95833333,KSEA

20120426,50.5,41,0.18,83.16666667,11.3875,79.125,KSEA

20120427,49.5,40.5,0.03,73.375,10.80416667,75.70833333,KSEA

20120428,54,45,0,72.375,5.779166667,79.875,KSEA

20120429,54,46.5,0.06,78.08333333,3.466666667,94,KSEA

20120430,50,44.5,0.28,83.125,17.60416667,75.41666667,KSEA

20120501,48,38.5,0.02,72.58333333,14.50833333,73.04166667,KSEA

20120502,49,37,0,64.70833333,6.058333333,80.16666667,KSEA

20120503,48.5,44.5,0.75,89.83333333,7.120833333,94,KSEA

20120504,48.5,40,0.05,76.56521739,10.53043478,66.82608696,KSEA

20120505,48.5,39,0,71.20833333,5.529166667,66.29166667,KSEA

20120506,52.5,38.5,0,63.83333333,5.191666667,23.33333333,KSEA

20120507,59,43,0,57.375,5.05,41.625,KSEA

20120508,57,42,0,65.5,6.204166667,66.625,KSEA

20120509,50,34,0,59.58333333,9.0875,72.58333333,KSEA

20120510,48.5,29,0,52.83333333,6.6375,34.875,KSEA

20120511,52.5,34,0,53.375,9.5625,7.958333333,KSEA

20120512,60,39,0,48.41666667,7.783333333,4.166666667,KSEA

20120513,63.5,41,0,42.5,9.279166667,16.70833333,KSEA

20120514,67.5,41,0,40.875,8.7375,12.29166667,KSEA

20120515,62.5,42.5,0,58.91666667,8.5125,41.58333333,KSEA

20120516,58,37.5,0,51.75,8.508333333,51.91666667,KSEA

20120517,54,39,0,62.375,6.258333333,56.04166667,KSEA

20120518,53,38.5,0,61.75,7.3625,77.20833333,KSEA

20120519,56,36,0,52.83333333,3.466666667,60.75,KSEA

20120520,55.5,46,0.25,75.29166667,3.0375,94,KSEA

20120521,56,51,0.55,88.45833333,8.5125,86.70833333,KSEA

20120522,51.5,46,0.24,83.33333333,10.7625,89.83333333,KSEA

20120523,53,44.5,0.01,76.04166667,14.35416667,83.58333333,KSEA

20120524,55.5,40.5,0,64.20833333,7.495833333,75.41666667,KSEA

20120525,60,44,0,61.16666667,6.925,40.41666667,KSEA

20120526,60,47,0,66.04166667,8.029166667,30.08333333,KSEA

20120527,58,45.5,0,67.58333333,8.358333333,87.45833333,KSEA

20120528,56,45,0,68.5,7.791666667,79.41666667,KSEA

20120529,53.5,40,0,61.54166667,4.383333333,79.125,KSEA

20120530,59,45.5,0.01,61.5,3.425,84.625,KSEA

20120531,59,53.5,0.15,84.29166667,5.866666667,92.95833333,KSEA

20120601,61.5,56.5,0.26,84.95833333,8.458333333,84.625,KSEA

20120602,58.5,45.5,0.01,69.875,7.979166667,77.04166667,KSEA

20120603,56,38.5,0,57.04166667,6.35,74.95833333,KSEA

20120604,51.5,42.5,0.04,76.25,7.170833333,91.91666667,KSEA

20120605,51.5,43.5,0.62,82.5,7.204166667,80.16666667,KSEA

20120606,52,40,0,63.33333333,7.595833333,60.20833333,KSEA

20120607,54.5,46.5,0.65,77.45833333,8.2625,79.875,KSEA

20120608,53,42.5,0.06,73.91666667,6.641666667,76,KSEA

20120609,55,44.5,0,72,10.22916667,85.66666667,KSEA

20120610,58,43,0,61.33333333,6.729166667,72,KSEA

20120611,62,45,0,56.08333333,4.145833333,47.95833333,KSEA

20120612,60,50,0.03,74.79166667,8.116666667,88.79166667,KSEA

20120613,56.5,46,0,69.25,10.03333333,82.25,KSEA

20120614,56.5,44.5,0,68,6.058333333,80.16666667,KSEA

20120615,60.5,44.5,0,55.54166667,3.95,50.75,KSEA

20120616,64.5,56.5,0,75.33333333,8.75,85.66666667,KSEA

20120617,59.5,51,0,73.91666667,14.34583333,71.54166667,KSEA

20120618,56.5,46.5,0.12,73.45833333,8.75,83.58333333,KSEA

20120619,58.5,46.5,0.04,68.25,6.975,62.95833333,KSEA

20120620,63,47.5,0,59.58333333,6.679166667,40.16666667,KSEA

20120621,64,48,0,57.16666667,5.008333333,57.70833333,KSEA

20120622,55,50.5,0.55,85.08333333,4.245833333,83.75,KSEA

20120623,54.5,49,0.41,84,5.3375,70.5,KSEA

20120624,58,46,0,72.95833333,4.383333333,70.79166667,KSEA

20120625,59.5,47.5,0.02,68.70833333,7.0625,71.25,KSEA

20120626,58,47,0,71.70833333,7.545833333,74.83333333,KSEA

20120627,60.5,38.5,0,55.125,4.241666667,34.375,KSEA

20120628,62.5,49,0,62.20833333,5.429166667,73.95833333,KSEA

20120629,65,56,0.01,76.20833333,4.329166667,84.625,KSEA

20120630,62,57.5,0.09,85.2173913,5.465217391,86.08695652,KSEA

20120701,61,50,0,69.625,5.25,87.75,KSEA

20120702,59.5,49,0.04,71.91666667,4.433333333,84.625,KSEA

20120703,58,47.5,0.27,72.125,13.5375,58.33333333,KSEA

20120704,59,43,0,59.08333333,8.266666667,32.79166667,KSEA

